resp_id,age,gender,educ,hhincome,empl_pre,empl_now,jobcat_pre,jobcat_now,wfh_pre,wfh_pre_freq,wfh_now,wfh_now_days,wfh_expect,wfh_freq_exp,pre_work_com_days,pre_work_pri_mode,pre_work_pri_time,pre_work_com_dist,prod_change,prod_decr_reason_4,prod_decr_reason_5,prod_decr_reason_9,prod_incr_reason_1,prod_incr_reason_3,tr_freq_pre_privateveh,tr_freq_pre_ridehail,tr_freq_pre_transit,tr_freq_pre_bikepers,tr_freq_pre_bikeshared,tr_freq_pre_walk,tr_freq_now_privateveh,tr_freq_now_ridehail,tr_freq_now_transit,tr_freq_now_bikepers,tr_freq_now_bikeshared,tr_freq_now_walk,tr_freq_exp_privateveh,tr_freq_exp_ridehail,tr_freq_exp_transit,tr_freq_exp_bikepers,tr_freq_exp_bikeshared,tr_freq_exp_walk,decrease_transit_1,decrease_transit_2,decrease_transit_3,increase_bike_1,increase_bike_2,increase_bike_3,driver,bike,weight,age_group,income_bracket,educ_simple,wfh_pre_freq_num,wfh_freq_exp_num,prod_change_num,jobcat_pre_simple
3596,72,Female,Bachelor's degree(s) or some graduate school,"$150,000 to $199,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,Yes,Yes,1.00828401,60–74,$125k+,Bachelor's,,,,
3597,28,Male,Some college or technical school,"$35,000 to $49,999",Employed full time,"Yes, working part-time or reduced hours",,,No,,Yes,5.0,No,,5.0,Private vehicle,20.0,20.0,Decreased somewhat,Not selected,Difficult to communicate with co-workers,Not selected,,,5.0,0.5,0.0,0.1,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,Yes,0.918760236,18–29,$35k–$74k,Some college,,,-1.0,
3598,71,Female,Some college or technical school,"$15,000 to $24,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.383683898,60–74,Under $35k,Some college,,,,
3599,48,Male,Bachelor's degree(s) or some graduate school,"$25,000 to $34,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.2965657061789999,45–59,Under $35k,Bachelor's,,,,
3600,74,Male,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,-1.0,,,,,,,Yes,No,0.386868599,60–74,$35k–$74k,Bachelor's,,,,
3601,57,Female,Some college or technical school,"$125,000 to $149,999",Employed part time,"No, I'm not employed",,,No,,,,No,,5.0,Private vehicle,10.0,5.0,,,,,,,5.0,0.0,0.0,0.1,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,3.715242473,45–59,$125k+,Some college,,,,
3602,79,Male,Some college or technical school,"$25,000 to $34,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.590903614,75+,Under $35k,Some college,,,,
3603,57,Male,Some college or technical school,"$50,000 to $74,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,No,,Yes,5.0,Yes,Every day,5.0,Private vehicle,40.0,24.0,Increased significantly,,,,Less distractions at home,No commuting time,5.0,0.1,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0,-2.0,-1.0,0.0,0.0,0.0,2.0,,,,,,,Yes,No,2.638965884,45–59,$35k–$74k,Some college,,5.0,2.0,Professional/Manager
3604,61,Female,Some college or technical school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.1,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.431307231,60–74,$35k–$74k,Some college,,,,
3605,67,Male,Bachelor's degree(s) or some graduate school,"$25,000 to $34,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.5,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,-1.0,0.0,1.0,1.0,0.0,0.0,,,,Not selected,Not selected,Not selected,Yes,No,0.193535353,60–74,Under $35k,Bachelor's,,,,
3606,38,Female,Bachelor's degree(s) or some graduate school,"$200,000 or more",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Once/week,Yes,5.0,Yes,A few times/week,5.0,Private vehicle,15.0,,About the same,,,,,,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.736837299,30–44,$125k+,Bachelor's,1.0,3.0,0.0,Professional/Manager
3608,39,Male,Completed graduate degree(s),"$75,000 to $99,999",Employed full time,"Yes, working full-time",Manufacturing or construction,,No,,Yes,5.0,Yes,A few times/year,5.0,Private vehicle,15.0,8.0,Decreased somewhat,More distractions at home,Difficult to communicate with co-workers,Not selected,,,5.0,0.5,3.0,3.0,0.5,0.5,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,0.813006661,30–44,$75k–$124k,Graduate degree,,0.1,-1.0,
3609,65,Male,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed full time,"Yes, working full-time",Sales or service,,Yes,A few times/year,Yes,0.0,Yes,A few times/year,5.0,Private vehicle,12.0,5.0,About the same,,,,,,5.0,0.0,0.0,0.5,0.0,5.0,7.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.108620473,60–74,$75k–$124k,Bachelor's,0.1,0.1,0.0,Sales/Service
3610,64,Male,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.5,0.0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,Not selected,Not selected,Not selected,Yes,Yes,0.387162255,60–74,$35k–$74k,Bachelor's,,,,
3611,64,Female,Some college or technical school,"$15,000 to $24,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.1,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,No,No,1.095704921,60–74,Under $35k,Some college,,,,
3612,23,Female,Completed high school or GED,"$35,000 to $49,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,No,No,2.836904797,18–29,$35k–$74k,High school or less,,,,
3613,58,Male,Some college or technical school,"$25,000 to $34,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,Yes,No,1.732382022,45–59,Under $35k,Some college,,,,
3614,47,Female,Some college or technical school,"$35,000 to $49,999",Employed part time,"Yes, working part-time or reduced hours",,,No,,No,,No,,4.0,Private vehicle,30.0,8.0,About the same,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,1.111885661,45–59,$35k–$74k,Some college,,,0.0,
3615,65,Female,Completed high school or GED,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.1,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,No,No,1.089411256,60–74,$35k–$74k,High school or less,,,,
3616,66,Female,Some college or technical school,"$50,000 to $74,999",Employed part time,"No, I'm not employed",,,No,,,,No,,5.0,Private vehicle,30.0,23.0,,,,,,,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.388031911,60–74,$35k–$74k,Some college,,,,
3617,61,Female,Some college or technical school,"$75,000 to $99,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.431307231,60–74,$75k–$124k,Some college,,,,
3618,32,Female,Completed graduate degree(s),"$100,000 to $124,999",Employed full time,"Yes, working full-time",Something else,,No,,Yes,3.0,No,,5.0,Private vehicle,30.0,,Decreased somewhat,Not selected,Difficult to communicate with co-workers,There are too many concerns on my mind to be able to focus fully on work,,,5.0,3.0,0.5,5.0,0.1,5.0,5.0,0.0,0.0,7.0,0.0,7.0,-1.0,-2.0,-2.0,2.0,-2.0,2.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,I realized I really like biking,Not selected,I expect my city to make biking safer,Yes,Yes,0.966230633,30–44,$75k–$124k,Graduate degree,,,-1.0,
3619,66,Male,Some college or technical school,"$100,000 to $124,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,3.2313547544300003,60–74,$75k–$124k,Some college,,,,
3620,54,Female,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.1,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.266869798,45–59,$35k–$74k,Bachelor's,,,,
3621,70,Male,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999",Employed part time,"No, I'm furloughed without pay",Sales or service,,No,,,,No,,3.0,Private vehicle,30.0,,,,,,,,3.0,0.0,0.1,0.1,0.0,0.5,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.518033845,60–74,$35k–$74k,Bachelor's,,,,Sales/Service
3622,35,Male,Bachelor's degree(s) or some graduate school,"$150,000 to $199,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/year,Yes,5.0,Yes,A few times/week,5.0,Transit,90.0,25.0,Increased somewhat,,,,Not selected,No commuting time,5.0,0.1,3.0,0.1,0.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,,,,Yes,Yes,2.618188487,30–44,$125k+,Bachelor's,0.1,3.0,1.0,Professional/Manager
3623,33,Female,Completed graduate degree(s),"$75,000 to $99,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/month,Yes,5.0,Yes,A few times/week,5.0,Private vehicle,60.0,30.0,Increased significantly,,,,Less distractions at home,No commuting time,5.0,0.5,0.1,0.0,0.1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,,,,Yes,No,0.661969371,30–44,$75k–$124k,Graduate degree,0.5,3.0,2.0,Professional/Manager
3624,34,Female,Bachelor's degree(s) or some graduate school,"$100,000 to $124,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Once/week,Yes,5.0,Yes,A few times/week,4.0,Private vehicle,50.0,11.0,Decreased somewhat,More distractions at home,Not selected,There are too many concerns on my mind to be able to focus fully on work,,,5.0,0.0,0.1,0.0,0.0,0.5,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,0.35885527,30–44,$75k–$124k,Bachelor's,1.0,3.0,-1.0,Professional/Manager
3625,31,Female,Some college or technical school,"$125,000 to $149,999",Employed full time,"Yes, working full-time",,,No,,Yes,5.0,No,,5.0,Private vehicle,12.0,2.0,In some ways it has increased and in other ways it has decreased,More distractions at home,Not selected,Not selected,Not selected,No commuting time,5.0,0.5,0.5,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,No,Yes,1.319566287,30–44,$125k+,Some college,,,0.0,
3626,60,Female,Some college or technical school,"$35,000 to $49,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.067324305,60–74,$35k–$74k,Some college,,,,
3627,49,Female,Bachelor's degree(s) or some graduate school,"$100,000 to $124,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.945669353,45–59,$75k–$124k,Bachelor's,,,,
3628,50,Male,Some college or technical school,"$35,000 to $49,999",Employed full time,"No, I'm furloughed without pay",,,No,,,,No,,5.0,Private vehicle,20.0,15.0,,,,,,,5.0,0.1,0.0,0.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,,,,,,,Yes,Yes,1.173624195,45–59,$35k–$74k,Some college,,,,
3629,70,Male,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.1,0.1,0.1,0.0,5.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,Yes,0.636136669,60–74,$35k–$74k,Bachelor's,,,,
3630,26,Male,Completed graduate degree(s),"$50,000 to $74,999",Employed full time,"Yes, working full-time",Sales or service,,No,,No,,No,,7.0,Private vehicle,14.0,9.0,About the same,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.304494834,18–29,$35k–$74k,Graduate degree,,,0.0,Sales/Service
3631,38,Female,Some college or technical school,"$35,000 to $49,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.1,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.946595018,30–44,$35k–$74k,Some college,,,,
3632,70,Male,Some college or technical school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.8678709437469999,60–74,$35k–$74k,Some college,,,,
3633,41,Male,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999",Employed full time,"Yes, working full-time",Something else,,Yes,A few times/year,Yes,5.0,Yes,A few times/week,5.0,Private vehicle,20.0,10.0,Increased somewhat,,,,Not selected,No commuting time,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.454545131,30–44,$35k–$74k,Bachelor's,0.1,3.0,1.0,
3634,35,Female,Some college or technical school,"$50,000 to $74,999",Employed full time,"Yes, working full-time",Clerical or administrative support,,No,,Yes,5.0,Yes,A few times/month,5.0,Private vehicle,35.0,20.0,Decreased somewhat,More distractions at home,Not selected,Not selected,,,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.3301400574200002,30–44,$35k–$74k,Some college,,0.5,-1.0,Clerical/Admin
3635,75,Male,Some college or technical school,"$75,000 to $99,999",Employed full time,"Yes, working full-time",Something else,,No,,No,,No,,5.0,Private vehicle,15.0,13.0,About the same,,,,,,5.0,0.0,0.1,0.5,0.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.4009611863239999,75+,$75k–$124k,Some college,,,0.0,
3636,59,Male,Completed high school or GED,"$100,000 to $124,999",Employed full time,"Yes, working full-time",,,No,,No,,No,,1.0,Private vehicle,300.0,309.0,About the same,,,,,,5.0,0.0,0.0,0.1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,No,0.764027051,45–59,$75k–$124k,High school or less,,,0.0,
3637,29,Female,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed full time,"Yes, working full-time",,,No,,Yes,7.0,Yes,A few times/week,5.0,Private vehicle,30.0,11.0,Increased somewhat,,,,Not selected,No commuting time,5.0,0.1,0.1,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.273391996,18–29,$75k–$124k,Bachelor's,,3.0,1.0,
3638,20,Female,Some college or technical school,"$125,000 to $149,999",Employed part time,"Yes, working part-time or reduced hours",Clerical or administrative support,Sales or service,No,,No,,No,,,,,,Increased somewhat,,,,,,5.0,0.0,0.0,0.5,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,2.1513529298800003,18–29,$125k+,Some college,,,1.0,Clerical/Admin
3639,38,Female,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.558726779,30–44,$75k–$124k,Bachelor's,,,,
3640,52,Male,Completed graduate degree(s),"$125,000 to $149,999",Employed full time,"Yes, working full-time",Manufacturing or construction,,Yes,A few times/year,No,,No,,7.0,Private vehicle,30.0,900.0,About the same,,,,,,5.0,3.0,0.5,0.5,0.5,3.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,-1.0,1.0,,,,,,,Yes,Yes,1.682216321,45–59,$125k+,Graduate degree,0.1,,0.0,
3641,27,Female,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.166264238,18–29,$35k–$74k,Bachelor's,,,,
3642,68,Male,Bachelor's degree(s) or some graduate school,"$100,000 to $124,999",Employed full time,"Yes, working full-time",,,Yes,Every day,Yes,3.0,Yes,Every day,2.0,Private vehicle,0.0,0.0,Decreased significantly,Not selected,Not selected,Not selected,,,5.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,2.527704955,60–74,$75k–$124k,Bachelor's,5.0,5.0,-2.0,
3643,72,Male,Some college or technical school,"$35,000 to $49,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.1,0.0,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,1.2639160015000002,60–74,$35k–$74k,Some college,,,,
3644,55,Male,Completed graduate degree(s),"$100,000 to $124,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/year,Yes,5.0,Yes,A few times/month,5.0,Private vehicle,10.0,6.0,Decreased somewhat,Not selected,Difficult to communicate with co-workers,Not selected,,,5.0,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.235146355,45–59,$75k–$124k,Graduate degree,0.1,0.5,-1.0,Professional/Manager
3645,66,Female,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed full time,"Yes, working part-time or reduced hours",,,No,,No,,No,,6.0,Private vehicle,25.0,,Decreased somewhat,,,,,,5.0,0.1,0.5,0.1,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.0,-2.0,0.0,0.0,0.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,,,,Yes,Yes,0.287401205,60–74,$75k–$124k,Bachelor's,,,-1.0,
3646,33,Female,Completed graduate degree(s),"$35,000 to $49,999",Employed full time,"Yes, working full-time",,,No,,No,,No,,5.0,Private vehicle,20.0,15.0,Increased significantly,,,,,,5.0,0.1,0.0,0.1,0.0,0.1,7.0,0.0,0.0,2.0,0.0,2.0,-2.0,0.0,0.0,1.0,0.0,1.0,,,,I realized I really like biking,I realized biking is fast,Not selected,Yes,Yes,0.125333113,30–44,$35k–$74k,Graduate degree,,,2.0,
3647,72,Female,Completed graduate degree(s),"$35,000 to $49,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.5,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-2.0,0.0,-2.0,,,,,,,Yes,Yes,0.192408654,60–74,$35k–$74k,Graduate degree,,,,
3648,25,Male,Bachelor's degree(s) or some graduate school,"$100,000 to $124,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Never,Yes,7.0,Yes,A few times/year,5.0,Private vehicle,10.0,15.0,About the same,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.891211362,18–29,$75k–$124k,Bachelor's,0.0,0.1,0.0,Professional/Manager
3649,50,Female,Some college or technical school,"$35,000 to $49,999",Employed full time,"Yes, working full-time",,,Yes,A few times/month,Yes,5.0,Yes,A few times/week,5.0,Transit,45.0,50.0,About the same,,,,,,3.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,5.0,3.0,3.0,5.0,0.0,0.0,-2.0,0.0,0.0,1.0,Not selected,Not selected,Not selected,,,,Yes,Yes,0.569615705,45–59,$35k–$74k,Some college,0.5,3.0,0.0,
3651,22,Female,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed full time,"Yes, working full-time",,Something else,No,,No,,No,,,,,,Decreased somewhat,,,,,,5.0,0.5,0.1,3.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,4.0,2.0,-2.0,-2.0,-1.0,-1.0,-2.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,,,,Yes,Yes,0.110103789,18–29,$75k–$124k,Bachelor's,,,-1.0,
3652,20,Male,Completed high school or GED,"$35,000 to $49,999",Employed part time,"Yes, working part-time or reduced hours",Something else,Something else,No,,Yes,3.0,No,,2.0,Private vehicle,30.0,,Increased significantly,,,,Not selected,No commuting time,3.0,5.0,3.0,3.0,5.0,0.5,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,,,,Not selected,I realized biking is fast,Not selected,Yes,No,4.295440387709999,18–29,$35k–$74k,High school or less,,,2.0,
3653,33,Male,Some college or technical school,"$50,000 to $74,999",Employed full time,"Yes, working full-time",Something else,,No,,Yes,4.0,No,,5.0,Private vehicle,20.0,5.0,Increased somewhat,,,,Less distractions at home,No commuting time,5.0,0.0,0.1,0.5,0.0,3.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.139717723,30–44,$35k–$74k,Some college,,,1.0,
3654,42,Female,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed full time,"Yes, working full-time",,,No,,Yes,5.0,No,,5.0,Private vehicle,20.0,10.0,About the same,,,,,,5.0,0.5,0.1,0.1,0.0,0.5,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-2.0,0.0,0.0,0.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,,,,Yes,Yes,0.206462432,30–44,$75k–$124k,Bachelor's,,,0.0,
3656,33,Female,Bachelor's degree(s) or some graduate school,"$125,000 to $149,999",Employed full time,"No, I'm furloughed with pay","Professional, managerial, or technical",,Yes,A few times/month,,,Yes,A few times/week,5.0,Private vehicle,45.0,45.0,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,-1.0,1.0,1.0,2.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,I realized I really like biking,I realized biking is fast,Not selected,Yes,Yes,0.6825558013940001,30–44,$125k+,Bachelor's,0.5,3.0,,Professional/Manager
3657,56,Male,Bachelor's degree(s) or some graduate school,"$200,000 or more",Employed full time,"Yes, working full-time",Something else,,Yes,Never,Yes,7.0,Yes,A few times/month,5.0,Transit,60.0,35.0,Increased somewhat,,,,Less distractions at home,No commuting time,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,Not selected,Not selected,Not selected,,,,Yes,No,4.223769814,45–59,$125k+,Bachelor's,0.0,0.5,1.0,
3658,55,Female,Bachelor's degree(s) or some graduate school,"$35,000 to $49,999",Employed part time,"Yes, working part-time or reduced hours",,,No,,Yes,5.0,Yes,A few times/month,5.0,Private vehicle,10.0,8.0,Decreased significantly,More distractions at home,Not selected,Not selected,,,5.0,0.0,0.0,0.0,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.396428909,45–59,$35k–$74k,Bachelor's,,0.5,-2.0,
3659,56,Male,Completed graduate degree(s),"$100,000 to $124,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.1,0.1,0.1,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,Yes,1.495478362,45–59,$75k–$124k,Graduate degree,,,,
